id,product_name,retail_price,image,description,brand
1372,Pristine Towels Cotton Bath Towel,1199,"[""http://img5a.flixcart.com/image/bath-towel/9/u/z/pht-scbt-00004-pristine-towels-bath-towel-original-imaecn7g8xqqay9a.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/9/u/z/pht-scbt-00004-pristine-towels-bath-towel-original-imaecn7g8xqqay9a.jpeg""]",Buy Pristine Towels Cotton Bath Towel at Rs. 554 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Pristine Towels
1373,Arow Cotton Bath Towel,999,"[""http://img5a.flixcart.com/image/bath-towel/z/x/w/bt-032015-arow-printed-bath-towel-original-imaebhnrrfpnxaem.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/z/x/w/bt-032015-arow-printed-bath-towel-original-imaebhnrrfpnxaem.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/z/x/w/bt-032015-arow-printed-bath-towel-original-imaedugpgsc7vjfn.jpeg""]",Buy Arow Cotton Bath Towel at Rs. 799 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Arow
1374,LukLuck Cotton Bath Towel,1299,"[""http://img5a.flixcart.com/image/bath-towel/f/c/k/tt7-lukluck-bath-turkey-towel-original-imaecd9eqfcfwxuh.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/f/c/k/tt7-lukluck-bath-turkey-towel-original-imaecd9fc95mjwwc.jpeg""]","LukLuck Cotton Bath Towel (Bath Towel, Multicolor)
                         Price: Rs. 599
				
			Made From Fine Quality Material. These Towels Are Soft And Skin-Friendly. The Towels Are Super-Absorbent & Also They Dry Quickly
Made From Fine Quality Material. These Towels Are Soft And Skin-Friendly. The Towels Are Super-Absorbent & Also They Dry Quickly",LukLuck
1375,R.B Cotton Bath Towel,1999,"[""http://img5a.flixcart.com/image/bath-towel/6/5/g/hi-rb-7700-r-b-printed-classic-bath-towels-pack-of-5-original-imaebgfuzxdttq4z.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/6/5/g/hi-rb-7700-r-b-printed-classic-bath-towels-pack-of-5-original-imaebgfuzxdttq4z.jpeg""]","R.B Cotton Bath Towel (5 Classic Printed Bath Towels, Multicolor)
                         Price: Rs. 999
				
			This set of Smooth & Luxury Bath Towels from the house of R.B is a must havein your Bath Linen Collection
This set of Smooth & Luxury Bath Towels from the house of R.B is a must havein your Bath Linen Collection",R.B
1376,Jums Cotton Bath Towel,2599,"[""http://img6a.flixcart.com/image/bath-towel/h/g/9/hi-jms-5747-jums-premium-luxury-bath-towels-pack-of-5-original-imaebgfuaryhyhg9.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/h/g/9/hi-jms-5747-jums-premium-luxury-bath-towels-pack-of-5-original-imaebgfuaryhyhg9.jpeg""]","Jums Cotton Bath Towel (5 Premium Luxury Bath Towels, Multicolor)
                         Price: Rs. 1,299
				
			This set of Smooth & Luxury Bath Towels from the house of Jums is a must havein your Bath Linen Collection
This set of Smooth & Luxury Bath Towels from the house of Jums is a must havein your Bath Linen Collection",Jums
1377,Softspun Microfiber Multi-purpose Towel,401,"[""http://img5a.flixcart.com/image/bath-towel/d/h/f/600185xxxw-softspun-vintage-original-imae9zkvmetbybmn.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/d/h/f/600185xxxw-softspun-vintage-original-imae9zkvftxrtgy8.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/d/h/f/600185xxxw-softspun-vintage-original-imae9zkvfkzk9ade.jpeg""]",Buy Softspun Microfiber Multi-purpose Towel at Rs. 200 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Softspun
1378,Softspun Microfiber Multi-purpose Towel,422,"[""http://img6a.flixcart.com/image/bath-towel/y/p/x/440045xxxw-softspun-premium-original-imae9zkvcfcyp2ma.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/y/p/x/440045xxxw-softspun-premium-original-imae9zkvzar5sck8.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/3/d/w/601850x10w-softspun-stylish-original-imae9zkvxqgqz46t.jpeg""]",Buy Softspun Microfiber Multi-purpose Towel at Rs. 200 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Softspun
1379,Fantasy Home Decor Cotton Bath Towel,400,"[""http://img6a.flixcart.com/image/bath-towel/c/v/g/fhdtowelmedorange-fantasy-home-decor-premium-medium-size-towel-original-imae73pnnfjrsghz.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/c/v/g/fhdtowelmedorange-fantasy-home-decor-premium-medium-size-towel-original-imae73pnnfjrsghz.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/h/2/u/fhdtowelbigc-6p-fantasy-home-decor-set-of-6-premium-gents-size-original-imae73pmtt3rszfg.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]","Fantasy Home Decor Cotton Bath Towel (Bath Towel, Orange)
                         Price: Rs. 200
				
			Crafted of supreme quality material, this towel/towel set is highly moisture absorbing, quick drying and soft to touch. Upgrade your bath linen collection with this fantastic bath towels from the house of Fantasy Home Decor.
Crafted of supreme quality material, this towel/towel set is highly moisture absorbing, quick drying and soft to touch. Upgrade your bath linen collection with this fantastic bath towels from the house of Fantasy Home Decor.",Fantasy Home Decor
1380,Softspun Microfiber Multi-purpose Towel,422,"[""http://img5a.flixcart.com/image/bath-towel/d/h/f/600185xxxw-softspun-vintage-original-imae9zkvmetbybmn.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/d/h/f/600185xxxw-softspun-vintage-original-imae9zkvftxrtgy8.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/d/h/f/600185xxxw-softspun-vintage-original-imae9zkvfkzk9ade.jpeg""]",Buy Softspun Microfiber Multi-purpose Towel at Rs. 200 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Softspun
1381,Fantasy Home Decor Cotton Bath Towel,400,"[""http://img6a.flixcart.com/image/bath-towel/v/g/c/fhdtowelmedlemon-fantasy-home-decor-premium-medium-size-towel-original-imae73pmehq2fsp4.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/h/2/u/fhdtowelbigc-6p-fantasy-home-decor-set-of-6-premium-gents-size-original-imae73pmtt3rszfg.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]","Fantasy Home Decor Cotton Bath Towel (Bath Towel, Yellow)
                         Price: Rs. 200
				
			Crafted of supreme quality material, this towel/towel set is highly moisture absorbing, quick drying and soft to touch. Upgrade your bath linen collection with this fantastic bath towels from the house of Fantasy Home Decor.
Crafted of supreme quality material, this towel/towel set is highly moisture absorbing, quick drying and soft to touch. Upgrade your bath linen collection with this fantastic bath towels from the house of Fantasy Home Decor.",Fantasy Home Decor
1382,Amber Cotton Hand Towel,458,"[""http://img6a.flixcart.com/image/bath-towel/m/n/f/ai-kt-55101-amber-dobby-design-original-imae2hyfuzbqqnvh.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/m/n/f/ai-kt-55101-amber-dobby-design-original-imae2hyfuzbqqnvh.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]",Buy Amber Cotton Hand Towel at Rs. 207 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Amber
1383,Amore Abstract Cushions Cover,499,"[""http://img6a.flixcart.com/image/cushion-pillow-cover/u/h/f/ac135090-ac135090-amore-original-imae2zngsgqz8xqe.jpeg""]",Buy Amore Abstract Cushions Cover at Rs. 299 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Amore
1384,Amore Abstract Cushions Cover,499,"[""http://img6a.flixcart.com/image/cushion-pillow-cover/r/w/d/ac134897-ac134897-amore-original-imae2znhwebtfafw.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/r/w/d/ac134897-ac134897-amore-original-imae2znhwebtfafw.jpeg""]",Buy Amore Abstract Cushions Cover at Rs. 299 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Amore
1385,Amore Abstract Cushions Cover,499,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/z/e/n/ac134876-ac134876-amore-original-imae2zngzynnugpu.jpeg""]",Buy Amore Abstract Cushions Cover at Rs. 299 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Amore
1386,Amore Abstract Cushions Cover,799,"[""http://img6a.flixcart.com/image/cushion-pillow-cover/y/z/y/w134e311bcus-w134e311bcus-webplaza-original-imae2zngdzgzuygy.jpeg""]",Buy Amore Abstract Cushions Cover at Rs. 449 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Amore
1387,Amore Abstract Cushions Cover,499,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/z/h/r/ac135175-ac135175-amore-original-imae2znhax8sdsxw.jpeg""]",Buy Amore Abstract Cushions Cover at Rs. 299 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Amore
1388,Amore Abstract Cushions Cover,499,"[""http://img6a.flixcart.com/image/cushion-pillow-cover/j/f/b/ac135350-ac135350-amore-original-imae2zngsbgj5rbh.jpeg""]",,Amore
1389,Amore Abstract Cushions Cover,799,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/n/w/k/w134e243bcus-w134e243bcus-webplaza-original-imae2znhjvdrbu5k.jpeg""]",Buy Amore Abstract Cushions Cover at Rs. 449 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Amore
1390,Amore Abstract Cushions Cover,799,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/u/j/h/w134e573bcus-w134e573bcus-webplaza-original-imae2zngpwjhz36s.jpeg""]",Buy Amore Abstract Cushions Cover at Rs. 449 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Amore
1391,MB Cotton Set of Towels,1495,"[""http://img5a.flixcart.com/image/bath-towel/j/6/q/mbl5ts002-mb-gift-set-of-4-original-imaeyf5ssz4rywv2.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/j/6/q/mbl5ts002-mb-gift-set-of-4-original-imaeyf5ssz4rywv2.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/j/6/q/mbl5ts002-mb-gift-set-of-4-original-imaeyf5svpy2utvn.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]",Buy MB Cotton Set of Towels at Rs. 1195 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,MB
1392,MB Cotton Set of Towels,1995,"[""http://img6a.flixcart.com/image/bath-towel/a/w/f/mbs5ts101-mb-sapphire-towel-gift-set-of-4-original-imaefugxexssfhkm.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/a/w/f/mbs5ts101-mb-sapphire-towel-gift-set-of-4-original-imaefugxexssfhkm.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/a/w/f/mbs5ts101-mb-sapphire-towel-gift-set-of-4-original-imaefugxz84peah4.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]",Buy MB Cotton Set of Towels at Rs. 1595 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,MB
1393,MB Cotton Set of Towels,635,"[""http://img5a.flixcart.com/image/bath-towel/e/t/w/mbb5bt001-mb-baby-original-imaeyw48aefemure.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]",Buy MB Cotton Set of Towels at Rs. 325 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,MB
1394,Jaipur Raga Floral Cushions Cover,1999,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/w/2/v/cus457-cus457-shree-sai-1100x1100-imae7fsjtctmjgjw.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/w/2/v/cus457-cus457-shree-sai-original-imae7fsjtctmjgjw.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/w/2/v/cus457-cus457-shree-sai-original-imae7fsjzcr57sna.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/w/2/v/cus457-cus457-shree-sai-original-imae8fx6zkyuywqt.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/w/2/v/cus457-cus457-shree-sai-original-imae7fsjdgx4gnmg.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/q/w/e/cus457-cus457-jaipur-raga-original-imae8fx6ymbxazep.jpeg""]","Jaipur Raga Floral Cushions Cover (Pack of 5, 40.64 cm, Multicolor)
                         Price: Rs. 899
				
			This is an assorted cushion covers set of 5 Peice in multicolor. These are graced with five different color broad velvet stripe in the center along with square brocade designs at the border. All cushion covers in the set come in 16x16 inches size with exellent designer patterns in traditional style to make them look elegant. These traditional and ethnic cushion cover creations are one of the specialties of Rajasthan.

Product Usage:
These wonderful cushion covers are speciality of Rajasthan, excellent design and pattern will make you feel amazed. Gift it or buy it for self use.

Specifications

Product Dimensions: LxB : 16 x 16 inches
Item Type: Cushion Covers
Color: Multi-Color
Material: Fabric
Finish: Matte
Specialty: Brocade and Velvet Combination
Fabric GSM: 210
Wash care:
Dryclean only

Disclaimer:
The item being handmade, the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality.

Return Policy:
No Questions Asked 7 days Return/ Replacement, if you are not satisfied with the product.

Brand:
Jaipur Raga
This is an assorted cushion covers set of 5 Peice in multicolor. These are graced with five different color broad velvet stripe in the center along with square brocade designs at the border. All cushion covers in the set come in 16x16 inches size with exellent designer patterns in traditional style to make them look elegant. These traditional and ethnic cushion cover creations are one of the specialties of Rajasthan.

Product Usage:
These wonderful cushion covers are speciality of Rajasthan, excellent design and pattern will make you feel amazed. Gift it or buy it for self use.

Specifications

Product Dimensions: LxB : 16 x 16 inches
Item Type: Cushion Covers
Color: Multi-Color
Material: Fabric
Finish: Matte
Specialty: Brocade and Velvet Combination
Fabric GSM: 210
Wash care:
Dryclean only

Disclaimer:
The item being handmade, the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality.

Return Policy:
No Questions Asked 7 days Return/ Replacement, if you are not satisfied with the product.

Brand:
Jaipur Raga",Jaipur Raga
1395,Jaipur Raga Floral Cushions Cover,999,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/q/v/f/cus512-cus512-shree-sai-1100x1100-imae6hfsmybnzc8m.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/q/v/f/cus512-cus512-shree-sai-original-imae6hfsmybnzc8m.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/b/x/k/cus710-cus710-shree-sai-original-imae6hfswh3bnbqj.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/b/x/k/cus710-cus710-shree-sai-original-imae6hfsye6quzst.jpeg""]","Jaipur Raga Floral Cushions Cover (Pack of 5, 30.48 cm, Multicolor)
                         Price: Rs. 699
				
			This is a 5 piece cushion covers set in vibrant Turquoise color made from shiny Polyester fabric. It is graced with embroidery work of floral booti designs in the center. These come in 12x12 inches size with exellent pattern in traditional Sanganeri style to make it look elegant. These traditional and ethnic creations are one of the specialties of Rajasthan.

Product Usage:
These wonderful products are specialty of Rajasthan, excellent design and pattern will make you feel amazed. Gift it or buy it for self use.

Specifications

Product Dimensions: LxB : 12 x 12 inches
Item Type: Cushion Covers
Color: Turquoise
Material: Fabric
Finish: Matte
Specialty: Embroidery booti
Fabric GSM: 85
Wash care:
Dryclean only

Disclaimer:
The item being handmade, the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality.

Return Policy:
No Questions Asked 7 days Return/ Replacement, if you are not satisfied with the product.

Brand:
Jaipur Raga
This is a 5 piece cushion covers set in vibrant Turquoise color made from shiny Polyester fabric. It is graced with embroidery work of floral booti designs in the center. These come in 12x12 inches size with exellent pattern in traditional Sanganeri style to make it look elegant. These traditional and ethnic creations are one of the specialties of Rajasthan.

Product Usage:
These wonderful products are specialty of Rajasthan, excellent design and pattern will make you feel amazed. Gift it or buy it for self use.

Specifications

Product Dimensions: LxB : 12 x 12 inches
Item Type: Cushion Covers
Color: Turquoise
Material: Fabric
Finish: Matte
Specialty: Embroidery booti
Fabric GSM: 85
Wash care:
Dryclean only

Disclaimer:
The item being handmade, the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality.

Return Policy:
No Questions Asked 7 days Return/ Replacement, if you are not satisfied with the product.

Brand:
Jaipur Raga",Jaipur Raga
1396,JBG Home Store Cotton Face Towel,449,"[""http://img6a.flixcart.com/image/bath-towel/w/r/h/898-ft12-jars-collections-jars-collections-set-of-12-cartoon-1100x1100-imae8ezwnhhzgjfz.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/w/r/h/898-ft12-jars-collections-jars-collections-set-of-12-cartoon-original-imae8ezwnhhzgjfz.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]",Buy JBG Home Store Cotton Face Towel at Rs. 249 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,JBG Home Store
1397,JBG Home Store Cotton Face Towel,449,"[""http://img6a.flixcart.com/image/bath-towel/r/c/g/894-ftt12-jars-collections-jars-collections-set-of-12-teddy-original-imae8ezwjrge3ega.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/r/c/g/894-ftt12-jars-collections-jars-collections-set-of-12-teddy-original-imae8ezwjrge3ega.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]",Buy JBG Home Store Cotton Face Towel at Rs. 249 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,JBG Home Store
1398,Rehoboth Cotton Hand Towel Set,599,"[""http://img5a.flixcart.com/image/bath-towel/2/u/e/ccabana1234-rehoboth-cabana-hand-towels-1100x1100-imaecfhugxn6fmx3.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/2/u/e/ccabana1234-rehoboth-cabana-hand-towels-original-imaecfhugxn6fmx3.jpeg""]",Buy Rehoboth Cotton Hand Towel Set at Rs. 269 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Rehoboth
1399,Durga Home Trendz Cotton Hand Towel,599,"[""http://img6a.flixcart.com/image/bath-towel/r/z/r/yllw-01-twl-durga-home-trendz-twl-yellow-01-1100x1100-imaedg83zybawbgn.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/r/z/r/yllw-01-twl-durga-home-trendz-twl-yellow-01-original-imaedg83zybawbgn.jpeg""]","Durga Home Trendz Cotton Hand Towel (Hand Towel, Yellow)
                         Price: Rs. 250
				
			100% cotton yellow hand towel 
easy to use and very soft
100% cotton yellow hand towel 
easy to use and very soft",Durga Home Trendz
1400,MicroCotton Cotton Hand Towel Set,599,"[""http://img5a.flixcart.com/image/bath-towel/h/3/j/classichand15-microcotton-classic-navy-blue-original-imaeagtzmz2nvbyj.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/h/3/j/classichand15-microcotton-classic-navy-blue-original-imaeagtzmz2nvbyj.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/h/3/j/classichand15-microcotton-classic-navy-blue-original-imaeagtz4hmwstdj.jpeg""]",Buy MicroCotton Cotton Hand Towel Set at Rs. 299 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,MicroCotton
1401,Amore Abstract Cushions Cover,499,"[""http://img6a.flixcart.com/image/cushion-pillow-cover/g/z/t/ac135113-ac135113-amore-original-imae2zngpngw6mdq.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/g/z/t/ac135113-ac135113-amore-original-imae2zngpngw6mdq.jpeg""]",Buy Amore Abstract Cushions Cover at Rs. 299 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Amore
1402,Amore Abstract Cushions Cover,499,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/h/p/8/ac135209-ac135209-amore-original-imae2znhhaqzzxsw.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/h/p/8/ac135209-ac135209-amore-original-imae2znhhaqzzxsw.jpeg""]",Buy Amore Abstract Cushions Cover at Rs. 299 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Amore
1403,Amore Abstract Cushions Cover,499,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/v/d/k/ac134900-ac134900-amore-original-imae2zngyttwqh2g.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/v/d/k/ac134900-ac134900-amore-original-imae2zngyttwqh2g.jpeg""]",Buy Amore Abstract Cushions Cover at Rs. 299 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Amore
1404,Right Abstract Cushions Cover,649,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/w/u/h/bird-animal-heart-cushion003-heart-swan001-right-original-imae8wtkpxjsn4rn.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/w/u/h/bird-animal-heart-cushion003-heart-swan001-right-original-imae8wtkpxjsn4rn.jpeg""]","Right Abstract Cushions Cover (40 cm*40 cm, Black, White)
                         Price: Rs. 649
				
			Digital Printed. Satin cushion cover from Right Interiors.
Digital Printed. Satin cushion cover from Right Interiors.",Right
1405,Right Abstract Cushions Cover,649,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/y/v/8/love-romantic-heart-cushion006-love-valentine006-right-original-imae8wxvfnfqbypw.jpeg""]","Right Abstract Cushions Cover (40 cm*40 cm, White, Red)
                         Price: Rs. 649
				
			Digital Printed. Satin cushion cover from Right Interiors.
Digital Printed. Satin cushion cover from Right Interiors.",Right
1406,Right Abstract Cushions Cover,649,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/a/g/c/love-romantic-heart-cushion004-love-valentine004-right-original-imae8wthkhymdhh6.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/a/g/c/love-romantic-heart-cushion004-love-valentine004-right-original-imae8wthkhymdhh6.jpeg""]",Buy Right Abstract Cushions Cover at Rs. 649 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Right
1407,IWS Cotton Bath Towel,999,"[""http://img5a.flixcart.com/image/bath-towel/p/c/v/iwstw07-iws-bath-towel-1100x1100-imae65z3nqz3uh4r.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/p/c/v/iwstw07-iws-bath-towel-original-imae65z3nqz3uh4r.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]",Buy IWS Cotton Bath Towel at Rs. 999 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,IWS
1408,Just Linen Cotton Bath Towel,1195,"[""http://img5a.flixcart.com/image/bath-towel/y/a/f/ha0219c1-just-linen-classic-super-soft-bath-towels-for-kids-1100x1100-imae7t7eazfqbejr.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/y/a/f/ha0219c1-just-linen-classic-super-soft-bath-towels-for-kids-original-imae7t7eazfqbejr.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/y/a/f/ha0219c1-just-linen-classic-super-soft-bath-towels-for-kids-original-imae7t7eft4svrgk.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]","Just Linen Cotton Bath Towel (2 Terry Bath Towels, Lilac and Orange)
                         Price: Rs. 1,052
				
			Plain and Simple does the trick! This Classic Super Soft and Very Heavy Bath Towel has terry loop threads all over with thick ribbed horizontal lines on either end. This towel has a short loop and is therefore very absorbent and quick drying. Ideal for daily home usage for Kids. These towels are a perfect addition to your exclusive Kids Bath Linen Collection.
Plain and Simple does the trick! This Classic Super Soft and Very Heavy Bath Towel has terry loop threads all over with thick ribbed horizontal lines on either end. This towel has a short loop and is therefore very absorbent and quick drying. Ideal for daily home usage for Kids. These towels are a perfect addition to your exclusive Kids Bath Linen Collection.",Just Linen
1409,Gran Cotton Bath Towel,1000,"[""http://img5a.flixcart.com/image/bath-towel/c/k/j/gnebti-gran-gnebti-original-imae5f8fhynhamey.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]","Gran Cotton Bath Towel (1 Bath Towel, White)
                         Price: Rs. 550
				
			Wash Bathrobe,Separately In Cold Water,Do Not Bleach,Machine Wash In Cold Water 30 C Mild Detergent,Do Not Iron, Wash Dark Color Separtely.
Wash Bathrobe,Separately In Cold Water,Do Not Bleach,Machine Wash In Cold Water 30 C Mild Detergent,Do Not Iron, Wash Dark Color Separtely.",Gran
1410,Gran Cotton Bath Towel,1000,"[""http://img6a.flixcart.com/image/bath-towel/q/f/y/gnebtg-gran-gnebtg-original-imae5f8fkevm6fxa.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/q/f/y/gnebtg-gran-gnebtg-original-imae5f8fkevm6fxa.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]","Gran Cotton Bath Towel (1 Bath Towel, Green)
                         Price: Rs. 550
				
			Separately In Cold Water,Do Not Bleach,Machine Wash In Cold Water 30 C Mild Detergent,Do Not Iron, Wash Dark Color Separtely.
Separately In Cold Water,Do Not Bleach,Machine Wash In Cold Water 30 C Mild Detergent,Do Not Iron, Wash Dark Color Separtely.",Gran
1411,MicroCotton Cotton Bath Towel,1799,"[""http://img6a.flixcart.com/image/bath-towel/v/a/w/iconbig06-microcotton-premium-luxury-collection-original-imae6nvu6mfg9yt2.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]",Buy MicroCotton Cotton Bath Towel at Rs. 799 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,MicroCotton
1412,Pristine Towels Cotton Bath Towel,1199,"[""http://img6a.flixcart.com/image/bath-towel/d/q/g/pht-bt-000014-pristine-towels-bath-towel-original-imaecnbxs3jyrwyp.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/d/q/g/pht-bt-000014-pristine-towels-bath-towel-original-imaecnbxs3jyrwyp.jpeg""]",Buy Pristine Towels Cotton Bath Towel at Rs. 395 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Pristine Towels
1413,Mandhania Cotton Bath Towel,490,"[""http://img6a.flixcart.com/image/bath-towel/q/3/9/ct011-mandhania-kids-bath-towel-original-imae5qcxk9dgejtx.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/q/3/9/ct011-mandhania-kids-bath-towel-original-imae5qcxygcvhkcc.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]",Buy Mandhania Cotton Bath Towel at Rs. 280 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Mandhania
